,T (degC)
11339,1.37
11345,0.73
11351,0.81
11357,0.1
11363,-0.22
11369,-1.31
11375,-2.06
11381,-2.74
11387,-2.84
11393,-3.57
11399,-3.56
11405,-3.7
11411,-4.03
11417,-3.61
11423,-0.32
11429,1.38
11435,2.55
11441,3.1
11447,4.11
11453,5.17
11459,5.98
11465,6.83
11471,6.94
11477,6.44
11483,5.91
11489,4.79
11495,3.97
11501,3.96
11507,3.14
11513,1.71
11519,0.18
11525,-0.3
11531,-0.87
11537,-1.31
11543,-1.54
11549,-0.94
11555,-0.31
11561,3.03
11567,3.35
11573,3.14
11579,3.11
11585,3.06
11591,4.3
11597,6.19
11603,7.0
11609,8.36
11615,7.77
11621,7.69
11627,6.82
11633,6.39
11639,6.29
11645,6.32
11651,6.17
11657,6.25
11663,6.17
11669,6.05
11675,5.86
11681,5.7
11687,5.84
11693,5.47
11699,5.7
11705,5.8
11711,6.53
11717,6.17
11723,6.52
11729,7.46
11735,6.97
11741,6.83
11747,7.96
11753,7.59
11759,7.64
11765,7.7
11771,6.62
11777,5.47
11783,4.01
11789,2.4
11795,2.35
11801,0.94
11807,1.08
11813,1.59
11819,1.42
11825,1.47
11831,1.49
11837,0.96
11843,1.12
11849,1.27
11855,1.45
11861,2.28
11867,2.31
11873,2.95
11879,4.15
11885,4.21
11891,5.18
11897,6.26
11903,-0.13
11909,-0.12
11915,-0.6
11921,-0.44
11927,-0.56
11933,-1.86
11939,-2.04
11945,-2.23
11951,-1.75
11957,-2.21
11963,-2.42
11969,-2.63
11975,-3.29
11981,-3.44
11987,-3.33
11993,-2.38
11999,-1.71
12005,-0.85
12011,1.01
12017,2.3
12023,1.37
12029,2.32
12035,1.0
12041,1.52
12047,2.4
12053,1.31
12059,1.1
12065,0.96
12071,0.97
12077,0.83
12083,0.56
12089,0.01
12095,0.17
12101,0.36
12107,1.41
12113,1.7
12119,1.9
12125,1.99
12131,2.23
12137,2.23
12143,2.93
12149,4.31
12155,4.59
12161,5.17
12167,6.93
12173,6.85
12179,6.47
12185,6.98
12191,7.49
12197,6.79
12203,5.53
12209,4.95
12215,5.01
12221,4.87
12227,4.7
12233,4.9
12239,5.08
12245,5.19
12251,5.78
12257,6.06
12263,6.2
12269,6.38
12275,5.98
12281,6.3
12287,8.01
12293,7.89
12299,8.29
12305,8.06
12311,4.58
12317,5.06
12323,6.87
12329,6.96
12335,7.94
12341,6.41
12347,6.09
12353,3.72
12359,3.45
12365,3.76
12371,4.55
12377,4.43
12383,3.92
12389,4.36
12395,4.25
12401,3.62
12407,3.34
12413,2.41
12419,2.02
12425,2.26
12431,2.96
12437,4.51
12443,6.5
12449,7.2
12455,7.9
12461,8.25
12467,8.1
12473,8.07
12479,8.53
12485,8.97
12491,8.47
12497,4.41
12503,4.67
12509,3.97
12515,4.13
12521,4.46
12527,4.31
12533,3.98
12539,3.8
12545,3.59
12551,3.81
12557,3.69
12563,3.37
12569,3.78
12575,4.12
12581,6.75
12587,7.12
12593,7.42
12599,7.69
12605,7.57
12611,8.71
12617,8.54
12623,8.0
12629,8.05
12635,7.45
12641,6.43
12647,5.91
12653,5.49
12659,5.51
12665,4.77
12671,4.63
12677,3.77
12683,3.02
12689,2.87
12695,2.81
12701,3.01
12707,3.1
12713,3.1
12719,3.44
12725,3.75
12731,4.63
12737,5.62
12743,7.01
12749,6.49
12755,6.95
12761,7.09
12767,7.98
12773,7.48
12779,7.29
12785,6.57
12791,5.17
12797,3.4
12803,2.24
12809,1.38
12815,0.36
12821,-0.29
12827,-1.08
12833,-1.66
12839,-1.98
12845,-2.15
12851,-2.23
12857,-2.37
12863,-2.03
12869,-0.47
12875,4.73
12881,8.84
12887,9.79
12893,10.35
12899,11.28
12905,11.54
12911,11.56
12917,11.25
12923,10.63
12929,9.4
12935,7.93
12941,7.05
12947,5.76
12953,4.62
12959,3.48
12965,1.73
12971,0.79
12977,0.21
12983,-0.95
12989,-1.06
12995,-1.61
13001,0.57
13007,5.38
13013,6.09
13019,8.54
13025,9.8
13031,10.62
13037,12.23
13043,12.49
13049,12.93
13055,13.02
13061,13.01
13067,12.53
13073,11.83
13079,11.38
13085,10.71
13091,9.82
13097,8.91
13103,8.17
13109,7.5
13115,7.0
13121,6.47
13127,5.37
13133,4.92
13139,4.42
13145,4.92
13151,6.85
13157,8.96
13163,10.78
13169,12.54
13175,13.73
13181,14.95
13187,15.44
13193,15.99
13199,16.16
13205,15.86
13211,14.9
13217,13.65
13223,12.43
13229,11.73
13235,11.26
13241,10.4
13247,9.51
13253,8.14
13259,6.44
13265,5.28
13271,4.29
13277,3.59
13283,2.65
13289,3.41
13295,7.27
13301,9.28
13307,13.01
13313,15.27
13319,17.82
13325,20.14
13331,21.31
13337,21.85
13343,22.37
13349,21.95
13355,21.21
13361,19.3
13367,17.06
13373,14.76
13379,12.48
13385,10.69
13391,9.93
13397,9.56
13403,8.6
13409,6.76
13415,6.6
13421,6.2
13427,5.25
13433,6.49
13439,9.34
13445,12.88
13451,15.96
13457,18.41
13463,18.46
13469,19.31
13475,19.58
13481,19.31
13487,19.23
13493,19.04
13499,17.94
13505,16.7
13511,15.4
13517,14.24
13523,13.81
13529,12.75
13535,11.43
13541,11.77
13547,11.74
13553,11.24
13559,10.49
13565,9.71
13571,9.17
13577,9.13
13583,9.4
13589,9.63
13595,9.49
13601,11.07
13607,12.35
13613,12.96
13619,13.43
13625,14.03
13631,13.95
13637,13.08
13643,12.49
13649,11.42
13655,10.55
13661,9.81
13667,9.09
13673,8.16
13679,7.5
13685,6.79
13691,6.47
13697,7.17
13703,6.49
13709,5.84
13715,6.28
13721,6.49
13727,6.8
13733,9.2
13739,11.46
13745,14.61
13751,15.95
13757,17.04
13763,17.33
13769,18.51
13775,18.63
13781,18.15
13787,17.58
13793,16.26
13799,15.42
13805,13.72
13811,12.66
13817,10.81
13823,9.55
13829,8.28
13835,7.67
13841,6.85
13847,6.6
13853,5.49
13859,5.1
13865,5.17
13871,5.91
13877,9.89
13883,14.61
13889,17.87
13895,20.25
13901,19.76
13907,17.3
13913,20.57
13919,22.05
13925,19.21
13931,18.45
13937,15.66
13943,14.44
13949,12.89
13955,12.45
13961,10.8
13967,10.31
13973,10.6
13979,9.45
13985,9.48
13991,9.09
13997,7.7
14003,7.9
14009,8.41
14015,10.08
14021,11.84
14027,15.03
14033,15.92
14039,16.55
14045,17.06
14051,17.33
14057,16.84
14063,17.28
14069,16.37
14075,15.6
14081,14.08
14087,13.16
14093,12.87
14099,12.49
14105,12.3
14111,11.04
14117,10.15
14123,9.22
14129,9.24
14135,8.61
14141,7.24
14147,7.78
14153,8.47
14159,9.63
14165,12.85
14171,14.13
14177,15.24
14183,16.57
14189,15.63
14195,16.22
14201,16.34
14207,16.5
14213,16.41
14219,16.59
14225,15.1
14231,13.88
14237,12.53
14243,11.14
14249,10.03
14255,9.19
14261,7.84
14267,7.11
14273,6.14
14279,5.75
14285,5.28
14291,4.97
14297,5.18
14303,6.35
14309,10.88
14315,15.61
14321,17.48
14327,19.36
14333,20.61
14339,21.28
14345,21.78
14351,22.49
14357,22.83
14363,22.18
14369,20.38
14375,17.93
14381,16.99
14387,16.08
14393,15.49
14399,14.23
14405,13.01
14411,12.36
14417,9.62
14423,8.5
14429,7.53
14435,7.14
14441,8.82
14447,12.36
14453,12.59
14459,15.53
14465,17.78
14471,18.74
14477,19.93
14483,21.08
14489,21.95
14495,21.15
14501,20.7
14507,20.09
14513,18.62
14519,17.55
14525,16.39
14531,15.53
14537,14.34
14543,12.7
14549,11.19
14555,10.07
14561,9.15
14567,7.97
14573,6.8
14579,6.3
14585,8.89
14591,13.33
14597,12.61
14603,14.7
14609,16.61
14615,17.86
14621,18.98
14627,19.44
14633,20.03
14639,19.93
14645,19.65
14651,19.31
14657,17.59
14663,16.1
14669,14.47
14675,13.32
14681,11.78
14687,10.73
14693,9.34
14699,8.17
14705,6.71
14711,5.46
14717,4.56
14723,4.18
14729,6.52
14735,9.14
14741,11.54
14747,12.47
14753,15.24
14759,17.64
14765,19.14
14771,19.55
14777,19.58
14783,19.23
14789,19.02
14795,18.75
14801,17.1
14807,15.61
14813,13.86
14819,12.4
14825,10.71
14831,9.79
14837,8.36
14843,7.59
14849,6.81
14855,6.04
14861,5.64
14867,5.41
14873,7.42
14879,11.05
14885,14.63
14891,15.87
14897,17.29
14903,18.53
14909,19.27
14915,19.64
14921,19.9
14927,20.17
14933,20.13
14939,19.89
14945,18.37
14951,16.44
14957,14.79
14963,13.04
14969,11.34
14975,10.17
14981,9.23
14987,7.76
14993,7.3
14999,6.8
15005,5.91
15011,5.9
15017,8.02
15023,10.47
15029,14.42
15035,17.67
15041,19.95
15047,21.07
15053,21.79
15059,21.55
15065,21.74
15071,21.3
15077,20.84
15083,20.25
15089,18.75
15095,17.94
15101,16.49
15107,15.84
15113,14.88
15119,13.39
15125,10.69
15131,9.24
15137,7.76
15143,6.41
15149,5.85
15155,6.05
15161,8.43
15167,13.56
15173,15.29
15179,17.15
15185,18.33
15191,19.17
15197,20.65
15203,21.55
15209,22.18
15215,21.75
15221,21.22
15227,20.47
15233,17.44
15239,16.25
15245,14.81
15251,14.15
15257,13.29
15263,12.42
15269,11.37
15275,11.03
15281,10.37
15287,9.86
15293,9.71
15299,9.11
15305,8.55
15311,7.17
15317,6.81
15323,6.58
15329,6.56
15335,6.64
15341,7.01
15347,6.73
15353,7.05
15359,6.87
15365,6.82
15371,7.11
15377,7.27
15383,7.31
15389,7.57
15395,7.78
15401,8.18
15407,8.22
15413,7.74
15419,6.76
15425,6.43
15431,6.24
15437,5.72
15443,5.77
15449,5.39
15455,5.23
15461,5.89
15467,5.75
15473,6.24
15479,7.42
15485,9.47
15491,8.83
15497,9.32
15503,8.81
15509,9.67
15515,9.02
15521,8.56
15527,8.11
15533,8.17
15539,8.05
15545,7.9
15551,7.84
15557,7.77
15563,7.86
15569,8.03
15575,8.1
15581,8.1
15587,8.19
15593,8.16
15599,8.41
15605,9.57
15611,10.22
15617,11.77
15623,11.71
15629,12.6
15635,13.07
15641,13.7
15647,14.26
15653,14.32
15659,14.06
15665,12.85
15671,11.67
15677,10.76
15683,10.15
15689,9.19
15695,8.81
15701,7.52
15707,6.14
15713,4.88
15719,3.83
15725,3.26
15731,4.63
15737,7.1
15743,7.71
15749,10.2
15755,11.67
15761,13.42
15767,14.59
15773,15.12
15779,15.78
15785,16.12
15791,16.26
15797,16.04
15803,16.1
15809,14.55
15815,13.33
15821,12.82
15827,11.13
15833,9.79
15839,8.13
15845,8.18
15851,7.1
15857,5.25
15863,3.89
15869,3.44
15875,4.91
15881,7.7
15887,9.22
15893,11.43
15899,12.94
15905,14.5
15911,14.83
15917,15.74
15923,16.72
15929,16.69
15935,16.99
15941,16.62
15947,16.59
15953,14.68
15959,13.61
15965,10.78
15971,8.97
15977,7.85
15983,6.33
15989,5.27
15995,4.24
16001,3.2
16007,3.03
16013,2.44
16019,3.9
16025,5.98
16031,8.31
16037,11.6
16043,13.98
16049,14.78
16055,15.07
16061,15.1
16067,15.21
16073,11.48
16079,9.57
16085,9.62
16091,11.58
16097,9.48
16103,6.25
16109,5.68
16115,5.7
16121,5.4
16127,5.46
16133,5.55
16139,5.39
16145,3.9
16151,4.37
16157,4.47
16163,4.8
16169,5.21
16175,5.55
16181,5.99
16187,7.18
16193,7.8
16199,8.07
16205,8.15
16211,8.28
16217,8.08
16223,8.18
16229,7.81
16235,7.83
16241,7.64
16247,7.31
16253,6.81
16259,5.75
16265,5.28
16271,4.11
16277,3.84
16283,2.97
16289,2.73
16295,3.09
16301,3.24
16307,3.36
16313,4.1
16319,4.55
16325,5.09
16331,6.46
16337,9.3
16343,12.96
16349,15.24
16355,15.49
16361,16.79
16367,17.67
16373,17.52
16379,16.87
16385,15.65
16391,14.5
16397,14.03
16403,13.13
16409,11.92
16415,10.61
16421,10.09
16427,9.39
16433,8.54
16439,7.37
16445,5.32
16451,7.04
16457,8.97
16463,11.22
16469,14.21
16475,16.03
16481,17.73
16487,18.73
16493,19.35
16499,20.32
16505,20.91
16511,21.57
16517,21.46
16523,21.1
16529,19.48
16535,16.59
16541,14.26
16547,12.99
16553,11.15
16559,9.33
16565,8.53
16571,7.16
16577,6.55
16583,5.47
16589,5.11
16595,6.48
16601,7.59
16607,10.31
16613,14.84
16619,16.21
16625,17.84
16631,19.02
16637,19.12
16643,19.34
16649,20.0
16655,20.47
16661,20.75
16667,20.29
16673,18.79
16679,17.35
16685,15.87
16691,14.16
16697,13.0
16703,12.73
16709,12.14
16715,12.05
16721,11.35
16727,12.37
16733,11.56
16739,11.0
16745,13.75
16751,16.11
16757,16.14
16763,17.38
16769,18.06
16775,18.59
16781,19.5
16787,20.21
16793,21.32
16799,20.83
16805,20.07
16811,17.68
16817,16.29
16823,15.23
16829,14.6
16835,14.56
16841,13.59
16847,12.32
16853,11.49
16859,10.56
16865,10.64
16871,10.44
16877,10.46
16883,10.59
16889,11.66
16895,13.98
16901,16.04
16907,17.61
16913,19.51
16919,20.39
16925,21.48
16931,20.13
16937,17.73
16943,12.48
16949,12.17
16955,9.81
16961,9.71
16967,9.51
16973,9.48
16979,9.03
16985,8.56
16991,8.63
16997,8.44
17003,8.56
17009,8.46
17015,8.12
17021,7.96
17027,8.13
17033,8.13
17039,8.57
17045,8.64
17051,9.08
17057,9.14
17063,9.66
17069,11.48
17075,10.82
17081,9.98
17087,10.76
17093,11.29
17099,10.87
17105,9.89
17111,9.63
17117,9.65
17123,9.25
17129,9.24
17135,8.97
17141,9.1
17147,9.16
17153,9.18
17159,9.09
17165,9.19
17171,9.49
17177,9.82
17183,10.62
17189,11.61
17195,12.46
17201,13.7
17207,14.71
17213,14.8
17219,14.87
17225,15.35
17231,17.05
17237,16.96
17243,15.99
17249,14.98
17255,13.25
17261,12.32
17267,11.05
17273,10.55
17279,9.69
17285,9.61
17291,10.11
17297,9.29
17303,8.6
17309,8.22
17315,7.66
17321,8.48
17327,9.91
17333,11.46
17339,13.3
17345,14.15
17351,15.94
17357,16.33
17363,16.66
17369,17.33
17375,17.01
17381,17.01
17387,16.83
17393,15.76
17399,14.39
17405,13.86
17411,11.95
17417,11.1
17423,10.34
17429,9.8
17435,8.79
17441,7.62
17447,6.94
17453,6.44
17459,6.57
17465,7.08
17471,7.86
17477,10.56
17483,15.25
17489,16.45
17495,17.39
17501,18.09
17507,18.24
17513,18.12
17519,18.18
17525,18.08
17531,17.7
17537,16.59
17543,15.2
17549,13.83
17555,12.56
17561,11.25
17567,10.09
17573,9.13
17579,8.15
17585,7.43
17591,6.82
17597,6.09
17603,6.19
17609,6.14
17615,8.98
17621,13.28
17627,16.57
17633,18.35
17639,19.34
17645,19.47
17651,20.26
17657,20.76
17663,20.26
17669,20.2
17675,17.67
17681,16.73
17687,13.22
17693,11.3
17699,10.95
17705,9.98
17711,9.76
17717,9.43
17723,8.35
17729,7.64
17735,7.14
17741,6.32
17747,6.54
17753,7.05
17759,7.31
17765,7.87
17771,7.62
17777,7.49
17783,6.85
17789,8.71
17795,9.74
17801,10.0
17807,11.78
17813,11.32
17819,10.34
17825,9.75
17831,8.99
17837,7.34
17843,5.64
17849,4.32
17855,3.27
17861,2.48
17867,1.67
17873,1.0
17879,0.69
17885,0.47
17891,1.07
17897,2.31
17903,4.09
17909,7.69
17915,9.58
17921,10.25
17927,10.99
17933,10.78
17939,10.16
17945,10.18
17951,9.87
17957,9.92
17963,10.04
17969,9.83
17975,9.41
17981,8.94
17987,8.37
17993,8.37
17999,8.46
18005,8.22
18011,7.96
18017,8.55
18023,8.83
18029,9.36
18035,10.01
18041,10.51
18047,10.86
18053,11.26
18059,11.47
18065,12.12
18071,12.45
18077,11.79
18083,11.65
18089,11.47
18095,11.38
18101,11.58
18107,11.41
18113,11.42
18119,11.08
18125,11.03
18131,9.94
18137,9.88
18143,9.94
18149,10.03
18155,10.16
18161,10.27
18167,9.85
18173,9.46
18179,9.94
18185,12.85
18191,13.67
18197,14.44
18203,15.11
18209,16.11
18215,17.22
18221,18.05
18227,18.27
18233,18.84
18239,18.76
18245,18.92
18251,18.16
18257,17.21
18263,16.15
18269,13.87
18275,12.06
18281,11.03
18287,10.52
18293,8.83
18299,8.24
18305,7.53
18311,6.72
18317,7.03
18323,8.22
18329,8.74
18335,10.31
18341,12.21
18347,12.66
18353,14.89
18359,16.83
18365,18.74
18371,19.59
18377,20.23
18383,19.74
18389,20.22
18395,18.77
18401,14.02
18407,14.14
18413,13.9
18419,13.63
18425,13.08
18431,11.77
18437,9.46
18443,8.34
18449,7.13
18455,5.57
18461,5.11
18467,7.1
18473,6.87
18479,9.69
18485,10.99
18491,13.01
18497,14.35
18503,16.4
18509,17.47
18515,18.73
18521,19.55
18527,18.43
18533,17.94
18539,17.95
18545,17.49
18551,16.55
18557,15.34
18563,14.37
18569,13.55
18575,13.74
18581,13.88
18587,13.29
18593,13.5
18599,12.47
18605,11.61
18611,11.57
18617,11.37
18623,11.92
18629,11.97
18635,13.47
18641,13.99
18647,14.89
18653,16.27
18659,17.37
18665,17.09
18671,17.23
18677,17.39
18683,16.8
18689,15.44
18695,14.2
18701,12.96
18707,12.08
18713,11.39
18719,10.72
18725,10.51
18731,10.11
18737,10.16
18743,10.21
18749,10.67
18755,10.37
18761,10.1
18767,9.96
18773,11.13
18779,12.16
18785,12.54
18791,12.07
18797,11.86
18803,11.84
18809,11.41
18815,11.39
18821,10.81
18827,9.83
18833,9.27
18839,9.23
18845,8.84
18851,8.75
18857,8.76
18863,8.97
18869,9.17
18875,9.17
18881,9.24
18887,8.6
18893,7.66
18899,7.26
18905,8.24
18911,8.71
18917,9.56
18923,10.83
18929,11.71
18935,11.84
18941,12.68
18947,13.12
18953,13.86
18959,14.45
18965,14.44
18971,14.07
18977,13.17
18983,12.21
18989,11.72
18995,10.5
19001,8.69
19007,8.95
19013,9.0
19019,8.55
19025,8.03
19031,7.27
19037,6.83
19043,6.76
19049,7.29
19055,8.8
19061,10.42
19067,12.41
19073,13.68
19079,14.67
19085,15.21
19091,15.67
19097,15.62
19103,15.71
19109,15.93
19115,15.59
19121,14.92
19127,14.22
19133,13.69
19139,12.78
19145,11.4
19151,10.37
19157,9.91
19163,8.8
19169,8.53
19175,8.07
19181,7.88
19187,8.11
19193,8.33
19199,8.96
19205,9.74
19211,11.26
19217,13.23
19223,14.6
19229,16.76
19235,16.95
19241,17.43
19247,17.46
19253,17.36
19259,16.48
19265,15.52
19271,13.62
19277,12.66
19283,11.32
19289,10.76
19295,10.88
19301,10.95
19307,10.29
19313,9.9
19319,9.74
19325,9.66
19331,10.11
19337,11.38
19343,12.18
19349,13.6
19355,15.73
19361,17.42
19367,17.4
19373,17.58
19379,18.84
19385,18.8
19391,19.46
19397,19.17
19403,18.14
19409,17.78
19415,17.01
19421,15.53
19427,13.7
19433,13.22
19439,11.9
19445,11.83
19451,10.7
19457,10.33
19463,10.1
19469,9.9
19475,10.33
19481,10.61
19487,12.38
19493,13.66
19499,13.63
19505,14.43
19511,15.57
19517,15.75
19523,15.87
19529,15.92
19535,15.89
19541,15.64
19547,15.25
19553,14.48
19559,13.67
19565,12.76
19571,12.65
19577,11.3
19583,9.91
19589,8.58
19595,7.62
19601,6.83
19607,6.37
19613,6.28
19619,6.86
19625,9.62
19631,12.92
19637,15.53
19643,17.71
19649,19.79
19655,20.59
19661,22.12
19667,23.69
19673,24.66
19679,25.27
19685,25.26
19691,24.84
19697,22.01
19703,16.19
19709,16.6
19715,14.52
19721,13.98
19727,13.41
19733,13.7
19739,14.02
19745,13.56
19751,12.94
19757,12.77
19763,13.25
19769,13.8
19775,14.47
19781,15.39
19787,16.72
19793,16.93
19799,18.32
19805,18.47
19811,18.78
19817,19.38
19823,19.01
19829,19.21
19835,18.44
19841,15.84
19847,15.15
19853,14.25
19859,13.68
19865,13.07
19871,11.71
19877,10.71
19883,10.1
19889,9.3
19895,8.86
19901,8.49
19907,9.9
19913,11.73
19919,14.42
19925,16.83
19931,18.77
19937,19.54
19943,19.68
19949,19.96
19955,19.24
19961,19.95
19967,20.4
19973,20.87
19979,20.05
19985,18.79
19991,18.05
19997,15.88
20003,14.52
20009,13.0
20015,11.5
20021,10.74
20027,10.57
20033,11.04
20039,12.16
20045,10.89
20051,11.27
20057,12.7
20063,16.2
20069,17.64
20075,18.72
20081,20.07
20087,20.7
20093,21.37
20099,22.29
20105,22.39
20111,21.96
20117,21.67
20123,21.99
20129,20.52
20135,19.96
20141,17.86
20147,15.15
20153,14.49
20159,14.08
20165,12.94
20171,12.57
20177,13.21
20183,12.96
20189,12.41
20195,12.73
20201,13.09
20207,14.87
20213,16.09
20219,18.09
20225,21.47
20231,20.7
20237,23.26
20243,24.05
20249,22.11
20255,21.11
20261,18.83
20267,17.93
20273,17.21
20279,17.17
20285,16.4
20291,16.64
20297,15.63
20303,14.6
20309,14.0
20315,13.49
20321,13.31
20327,13.38
20333,13.5
20339,13.63
20345,12.73
20351,10.87
20357,10.59
20363,10.36
20369,11.75
20375,13.81
20381,15.59
20387,15.78
20393,17.38
20399,17.57
20405,13.8
20411,15.53
20417,14.18
20423,12.89
20429,12.14
20435,11.51
20441,10.98
20447,10.66
20453,7.82
20459,7.48
20465,7.21
20471,6.86
20477,7.21
20483,9.42
20489,12.28
20495,12.82
20501,13.34
20507,14.8
20513,15.35
20519,16.1
20525,16.4
20531,17.24
20537,17.89
20543,18.17
20549,18.29
20555,17.52
20561,16.72
20567,15.6
20573,13.95
20579,13.58
20585,12.36
20591,12.68
20597,12.72
20603,11.75
20609,11.74
20615,11.41
20621,11.71
20627,12.55
20633,14.33
20639,16.57
20645,18.19
20651,20.55
20657,22.79
20663,23.06
20669,23.19
20675,23.73
20681,24.48
20687,24.96
20693,25.02
20699,24.69
20705,22.68
20711,20.98
20717,19.8
20723,19.29
20729,17.02
20735,15.66
20741,14.44
20747,13.75
20753,12.77
20759,12.04
20765,11.93
20771,14.12
20777,14.71
20783,16.33
20789,18.18
20795,19.4
20801,21.01
20807,22.33
20813,22.9
20819,23.69
20825,23.62
20831,23.92
20837,23.88
20843,23.28
20849,21.91
20855,21.19
20861,19.3
20867,17.96
20873,16.62
20879,15.22
20885,14.22
20891,13.88
20897,15.24
20903,15.65
20909,16.1
20915,17.4
20921,18.48
20927,20.67
20933,22.9
20939,25.55
20945,23.53
20951,23.78
20957,26.95
20963,25.38
20969,24.48
20975,23.76
20981,22.88
20987,23.15
20993,21.14
20999,20.25
21005,18.93
21011,16.18
21017,13.81
21023,12.98
21029,12.23
21035,11.82
21041,10.47
21047,9.45
21053,8.18
21059,9.46
21065,10.65
21071,12.09
21077,12.9
21083,13.69
21089,14.06
21095,14.48
21101,14.72
21107,15.55
21113,15.65
21119,16.2
21125,16.61
21131,15.37
21137,14.18
21143,13.56
21149,12.71
21155,11.19
21161,11.77
21167,11.48
21173,11.31
21179,10.42
21185,10.0
21191,9.58
21197,10.14
21203,10.39
21209,11.29
21215,11.81
21221,12.12
21227,12.45
21233,14.64
21239,15.32
21245,15.99
21251,11.31
21257,12.18
21263,11.37
21269,13.25
21275,15.48
21281,14.04
21287,12.3
21293,11.05
21299,9.78
21305,9.15
21311,7.82
21317,6.93
21323,6.75
21329,6.14
21335,6.29
21341,5.88
21347,7.16
21353,8.6
21359,10.43
21365,12.45
21371,10.77
21377,12.05
21383,12.08
21389,14.44
21395,14.86
21401,15.61
21407,15.47
21413,16.18
21419,15.36
21425,14.85
21431,13.67
21437,12.59
21443,11.59
21449,10.52
21455,10.02
21461,9.08
21467,8.18
21473,7.05
21479,7.25
21485,7.54
21491,8.35
21497,8.37
21503,8.75
21509,10.36
21515,12.23
21521,13.2
21527,13.53
21533,13.45
21539,13.18
21545,12.16
21551,11.47
21557,10.98
21563,11.83
21569,12.11
21575,11.96
21581,11.51
21587,11.39
21593,11.7
21599,11.76
21605,11.88
21611,11.69
21617,11.3
21623,10.58
21629,9.88
21635,9.87
21641,10.37
21647,11.12
21653,12.29
21659,13.07
21665,13.76
21671,14.62
21677,14.92
21683,15.49
21689,16.3
21695,17.03
21701,18.1
21707,17.52
21713,17.11
21719,16.08
21725,14.54
21731,13.34
21737,12.93
21743,12.38
21749,12.27
21755,11.97
21761,11.85
21767,11.59
21773,12.01
21779,12.22
21785,12.63
21791,12.81
21797,14.44
21803,15.33
21809,15.73
21815,17.25
21821,17.54
21827,18.44
21833,18.74
21839,19.78
21845,19.95
21851,19.84
21857,17.73
21863,16.93
21869,14.83
21875,14.22
21881,13.63
21887,12.8
21893,12.09
21899,11.66
21905,11.39
21911,11.45
21917,11.98
21923,14.42
21929,15.35
21935,17.51
21941,17.88
21947,19.69
21953,20.28
21959,21.18
21965,21.81
21971,22.43
21977,22.88
21983,23.13
21989,23.13
21995,22.52
22001,20.33
22007,18.26
22013,17.14
22019,15.77
22025,14.52
22031,13.04
22037,11.86
22043,11.16
22049,10.21
22055,9.04
22061,8.57
22067,9.24
22073,9.64
22079,11.14
22085,10.52
22091,10.96
22097,11.83
22103,11.96
22109,12.16
22115,12.2
22121,12.53
22127,12.9
22133,12.47
22139,12.7
22145,11.78
22151,10.18
22157,9.65
22163,9.7
22169,9.47
22175,8.93
22181,8.25
22187,7.46
22193,7.4
22199,7.2
22205,6.95
22211,7.07
22217,7.77
22223,8.27
22229,8.67
22235,9.02
22241,9.51
22247,9.61
22253,10.31
22259,11.96
22265,11.17
22271,12.19
22277,11.95
22283,11.72
22289,10.88
22295,10.17
22301,9.71
22307,9.21
22313,9.09
22319,9.02
22325,7.22
22331,7.23
22337,6.96
22343,6.74
22349,6.48
22355,7.94
22361,8.84
22367,9.99
22373,9.52
22379,11.03
22385,10.26
22391,10.02
22397,10.21
22403,11.24
22409,11.67
22415,11.7
22421,11.88
22427,12.41
22433,11.31
22439,10.53
22445,8.66
22451,7.68
22457,6.43
22463,5.43
22469,4.62
22475,4.27
22481,4.28
22487,4.43
22493,4.46
22499,5.95
22505,7.48
22511,8.65
22517,9.75
22523,10.82
22529,10.7
22535,10.36
22541,9.35
22547,8.53
22553,8.88
22559,8.84
22565,9.04
22571,9.33
22577,9.56
22583,9.61
22589,9.63
22595,9.59
22601,9.37
22607,8.83
22613,9.05
22619,8.0
22625,7.51
22631,7.14
22637,7.58
22643,9.69
22649,10.19
22655,11.24
22661,12.11
22667,13.38
22673,13.99
22679,14.97
22685,14.82
22691,14.96
22697,15.77
22703,17.04
22709,16.78
22715,13.57
22721,13.46
22727,12.76
22733,11.86
22739,11.29
22745,11.15
22751,10.61
22757,10.9
22763,10.21
22769,10.3
22775,9.05
22781,9.76
22787,11.58
22793,12.7
22799,13.22
22805,14.61
22811,15.22
22817,16.1
22823,16.83
22829,17.32
22835,17.95
22841,18.63
22847,18.97
22853,18.56
22859,18.06
22865,18.02
22871,16.47
22877,15.33
22883,14.19
22889,13.13
22895,12.83
22901,12.35
22907,12.48
22913,12.14
22919,11.56
22925,11.79
22931,12.43
22937,12.7
22943,13.63
22949,15.89
22955,16.19
22961,13.99
22967,14.01
22973,15.41
22979,16.64
22985,17.44
22991,18.88
22997,19.1
23003,19.15
23009,18.55
23015,17.08
23021,15.82
23027,12.53
23033,12.76
23039,12.91
23045,12.1
23051,12.02
23057,11.09
23063,10.59
23069,11.17
23075,12.58
23081,14.48
23087,15.06
23093,15.76
23099,16.48
23105,16.41
23111,17.23
23117,17.33
23123,18.08
23129,13.24
23135,13.82
23141,16.82
23147,16.9
23153,17.06
23159,15.21
23165,13.41
23171,12.68
23177,12.45
23183,12.79
23189,12.54
23195,12.54
23201,12.54
23207,12.1
23213,12.87
23219,15.35
23225,14.2
23231,15.18
23237,15.37
23243,16.72
23249,14.59
23255,16.82
23261,15.87
23267,16.12
23273,14.79
23279,12.73
23285,13.49
